word,phonetic,pos,meaning,example_en,example_zh,tags,difficulty
shift,ʃift,n./v.,"变化, 移动, 轮班, 手段, 应急办法, 移位；替换, 转移, 改变, 推卸, 变速；转换, 移动, 转变, 推托, 变速；DOS内部命令:该命令可将批处理参数向左移动一个位置",,,四级,1
shilling,'ʃiliŋ,n.,先令；先令,,,四级,2
shiver,'ʃivə,v./n.,"颤抖, 哆嗦, 被打碎；使迎风飘动, 粉碎；战栗, 碎块",,,四级,2
shock,ʃɒk,n./v./adj.,"震动, 冲突, 震惊, 冲击, 突击, 禾束堆, 休克, 长毛狗；使震动, 使休克, 使受电击, 震惊得；震动, 吓人；蓬乱浓密的",,,四级,1
shoot,ʃu:t,n./v.,"射击, 狩猎, 芽, 射伤, 发射, 发芽, 急流, 推力, 摄影, 急送, 滑运道, 浪费；射击, 射中, 损毁, 拍摄, 喷出, 投射, 挥出, 飞速行进, 挥霍, 给...注射；射出, 射击, 发出, 拍电影, 射门, 发芽",,,四级,1
shopkeeper,'ʃɒp.ki:pə,n.,"零售商, 店主, 老板",,,四级,2
shopping,'ʃɒpiŋ,n.,"买东西, 购物；购物, 买东西",,,四级,1
shore,ʃɒ:,n./v.,"海岸, 海滨, 斜撑柱；把...送上岸, 支撑, 支持",,,四级,1
shortage,'ʃɒ:tidʒ,n.,"不足, 缺乏；缺额",,,四级,1
shortcoming,'ʃɒ:t'kʌmiŋ,n.,"缺点, 短处",,,四级,2
shortly,'ʃɒ:tli,adv.,"不久, 简短, 唐突地",,,四级,1
shot,ʃɒt,n./v./adj.,"发射, 炮弹, 射击, 射手, 投篮, 射门, 子弹, 射程, 拍摄, 注射；装弹, 使成颗粒状；杂色的, 交织着的, 渗透的, 点焊的, 破旧的；shoot的过去式和过去分词",,,四级,1
shoulder,'ʃəuldə,n./v.,"肩, 肩膀, 衣肩；肩负, 负担, 担任；用肩推挤",,,四级,1
shower,'ʃauə,n./v.,"阵雨, 淋浴, 一阵, 展出者, 显示者；淋浴, 下阵雨；淋湿, 倾注",,,四级,1
shriek,ʃri:k,n./v.,"尖锐的响声；尖叫, 发尖声；尖声发出",,,四级,2
shrink,ʃriŋk,n./v.,"收缩, 萎缩, 回避；收缩, 退缩, 萎缩, 缩小, 回避；使收缩, 使缩小",,,四级,2
shrug,ʃrʌg,n./v.,耸肩；耸肩,,,四级,1
shut,ʃʌʃ,n./v.,"关闭；关上, 闭起, 幽禁, 合拢, 轧住；关上, 停止营业",,,四级,1
shuttle,'ʃʌtl,n./v.,"穿梭, 梭子, 往返移动之物；(使)穿梭移动, 往返运送",,,四级,2
shy,ʃai,n./adj./v.,"惊跳, 惊避；胆怯的, 畏缩的, 迟疑的, 羞怯的；惊退, 乱投, 乱掷, 厌恶, 避开；乱投, 乱掷",,,四级,2
sickness,'siknis,n.,"疾病, 不健康, 呕吐；病",,,四级,1
sideways,'saidweiz,adv./adj.,"向旁边, 向侧面地；旁边的, 向侧面的",,,四级,2
sigh,sai,n./v.,"叹息；叹息, 渴望；叹息着说",,,四级,1
sight,sait,n./v./adj.,"景观, 视力, 眼界, 阅读, 见解, 意见；看见, 瞄准；瞄准, 观看；即席的, 见票即付的",,,四级,1
sightseeing,'saitsi:iŋ,n./adj.,"观光, 游览；观光的, 游览的",,,四级,2
sign,sain,n./v.,"符号, 招牌, 征兆, 正负号, 手势；签名, 打手势表达；签名；正负号; 符号; 符号字符",,,四级,1
signal,'signl,n./v./adj.,"信号, 暗号, 近因, 导火线；向...作信号, 标志, 用信号通知；发信号；作为信号的, 显著的；信号",,,四级,1
signature,'signətʃə,n.,"签字, 识别标志, 调号；签名附件",,,四级,1
significance,sig'nifikəns,n.,"重要性, 意义, 意味；有效; 有效性",,,四级,1
significant,sig'nifikənt,adj.,"重要的, 有效的, 有含义的, 暗示的, 值得注意的",,,四级,1
silence,'sailəns,n./v./int.,"沉默, 无声, 静寂, 湮没, 无声息；使缄默；安静",,,四级,1
silent,'sailənt,adj.,"沉默的, 安静的, 无声的, 静止的；静止的, 无症状的",,,四级,1
silly,'sili,adj.,"愚蠢的, 糊涂的",,,四级,1
silver,'silvə,n./adj./v.,"银, 银币, 银器；银的, 银制的, 银器的；镀银；变银白色",,,四级,1
similarly,'similəli,adv.,"相像地, 类似于",,,四级,1
simplicity,sim'plisiti,n.,"单纯, 简朴, 朴素, 坦率, 天真；简明性",,,四级,2
simplify,'simplifai,v.,"单一化, 简单化",,,四级,2
sin,sin,n./v.,"罪, 犯罪, 过失, 失礼；犯",,,四级,1
sincere,sin'siə,adj.,"诚实的, 正直的, 真挚的, 纯净的",,,四级,2
singer,'siŋə,n.,歌手,,,四级,1
singular,'siŋgjulə,n./adj.,"单数；异常的, 单一的",,,四级,2
sink,siŋk,n./v.,"藏垢的场所, 沟渠, 污水槽；下沉, 沉没, 下陷, 减弱, 衰退, 消沉, 堕落, 渗透；使低落, 使下沉, 陷于, 投入(资金等), 挖掘",,,四级,1
site,sait,n./v.,"位置, 场所, 地点；给...择址",,,四级,1
situation,.sitju'eiʃən,n.,"情形, 境遇, 位置；情境, 处境",,,四级,1
sixty,'siksti,num.,"六十, 六十个",,,四级,1
skate,skeit,n./v.,"溜冰, 冰鞋；滑冰, 滑过",,,四级,2
sketch,sketʃ,n./v.,"素描, 草图, 小品；描绘略图, 画素描或速写",,,四级,1
ski,ski:,n./v.,滑雪橇；滑雪,,,四级,2
skill,'skil,n.,"技术, 技巧, 技能, 熟练, 熟练工人；技能",,,四级,1
skilled,'skild,adj.,"熟练的；熟练的, 有技能的",,,四级,1
skillful,'skilful,adj.,"熟练的, 巧妙的；熟练的",,,四级,2
skim,skim,v./n./adj.,"撇取浮沫, 略读, 掠过；擦过, 浏览；脱脂乳, 擦过, 表层物；撇去浮沫的",,,四级,2
skin,skin,n./v.,"皮肤, 皮；剥皮, 在...植皮；长皮, 愈合, 蜕皮",,,四级,1
slam,slæm,n./v.,"砰然声, 猛然, 猛烈的抨击；猛然关上, 砰地关上, 猛烈抨击；砰地关上, 猛攻",,,四级,1
slave,sleiv,n./v.,"奴隶, 从动装置, 卑鄙的人；拼命工作；从设备",,,四级,1
slavery,'sleivəri,n.,"奴隶的身分, 奴隶状态, 奴隶制度；奴隶制度, 奴役, 苦役",,,四级,2
sleepy,'sli:pi,adj.,"困乏的, 欲睡的",,,四级,2
sleeve,sli:v,n./v.,"袖子, 套管；缝上袖子",,,四级,1
slender,'slendə,adj.,"苗条的, 纤弱的, 微少的, 微薄的；细的, 纤细的",,,四级,2
slice,slais,n./v.,"薄的切片, 一部分, 菜刀；切成薄片, 切下；切；片",,,四级,1
slide,slaid,n./v.,"滑, 滑道, 山崩, 雪崩, 幻灯片；使滑动, 偷偷放入；滑动, 滑落, 不知不觉陷入, 偷偷地走",,,四级,1
slight,slait,n./adj./v.,"轻蔑, 怠慢；轻微的, 纤细的, 脆弱的, 苗条的；轻视, 忽略, 怠慢",,,四级,1
slightly,'slaitli,adv.,"些微地, 苗条地",,,四级,1
slip,slip,n./v./adj.,"滑, 滑行, 事故, 溜, 差错, 滑台, 下降, 插条, 后裔, 板条, 瘦长的年轻人；滑动, 滑倒, 失足, 溜走, 滑落, 犯错, 变坏；使滑动, 滑过, 摆脱, 闪开, 塞入, 从...取接枝；滑动的, 滑移的, 活络的, 有活结的；串行线接口协议",,,四级,1
slipper,'slipə,n./v.,"拖鞋, 制轮器；用拖鞋打",,,四级,2
slippery,'slipəri,adj.,"滑的, 光滑的, 靠不住的, 圆滑的, 不稳固的；狡猾的, 不可靠的, 不安定的",,,四级,2
slit,slit,n./v.,"裂缝, 投币口, 狭长裂口；切开, 扯裂, 使有狭缝；纵切, 纵裂",,,四级,2
slogan,'sləugən,n.,"呐喊声, 标语, 口号",,,四级,2
slope,sləup,n./v.,"倾斜, 斜坡, 斜率, 扛枪姿势；使倾斜, 弄斜, 扛；倾斜, 走, 逃走",,,四级,1
slowly,'sləuli,adv.,"慢慢地, 迟缓地",,,四级,1
slum,slʌm,n./v.,贫民窟；访问贫民区,,,四级,2
sly,slai,adj.,"狡猾的, 诡密的, 俏皮的, 偷偷摸摸的",,,四级,2
smart,smɑ:t,adj./n./v.,"聪明的, 漂亮的, 刺痛的, 剧烈的, 敏捷的, 巧妙的, 伶俐的, 潇洒的；刺痛, 痛苦；刺痛",,,四级,1
smash,smæʃ,n./adj./v./adv.,"打碎, 粉碎, 打碎时哗啦声, 猛击, 扣球, 杀球, 经营失败, 破产, 硬币, 假硬币；非常轰动的, 了不起的；打碎, 粉碎, 击溃, 使破产, 使裂变, 使用假硬币；碎裂, 猛撞, 破产, 扣球, 杀球；轰隆一声, 哗啦一声",,,四级,1
smog,sməug,n.,烟雾；烟雾,,,四级,2
smooth,smu:ð,adj./v./n.,"平滑的, 平稳的, 流畅的, 和蔼的, 安祥的, 圆滑的, 调匀的, 无毛的；使光滑, 烫平, 使平和, 消除；变平滑, 变平静；一块平地, 平滑部分",,,四级,1
smoothly,'smu:ðli,adv.,"平滑地, 流畅地, 流利地",,,四级,2
snake,sneik,n./v.,"蛇, 阴险的人；曲折行进；迂回, 拉, 急抽",,,四级,2
snap,snæp,v./n./adj./adv.,"使突然中断, 猛咬, 争夺, 拉断, 使有啪啪声, 厉声说, 突然射击, 用快照拍摄；咬, 扑, 抓, 折断, 劈啪地响, 厉声说, 砰然关上；猛咬, 猛扑, 劈啪声, 申斥, 快照, 活力, 一般时期的寒冷天气, 揿钮；突然的, 装搭扣的；猛地；子网访问协议",,,四级,1
snowstorm,'snəustɒ:m,n.,暴风雪；雪暴,,,四级,2
snowy,'snəui,adj.,"多雪的, 雪的, 被雪所覆盖着的, 下雪的",,,四级,2
soak,səuk,n./v.,"浸, 湿透, 大雨；使上下湿透, 浸, 吸入, 吸收, 浸洗掉；浸泡, 渗透",,,四级,2
soap,səup,n./v.,"肥皂, 阿谀；以肥皂洗, 阿谀；评语",,,四级,1
sob,sɒb,v./n.,"啜泣, 呜咽；哭诉, 哭得使；啜泣, 呜咽",,,四级,2
sober,'səubə,adj./v.,"未醉的, 稳重的, 节制的, 严肃的, 不夸大的, 合理的, 朴素的；使醒酒, 使严肃；从醉里醒来, 变严肃",,,四级,2
soccer,'sɒkə,n.,英式足球,,,四级,1
social,'səuʃəl,adj./n.,"社会的, 群居的, 社交的；联欢会",,,四级,1
socialism,'səuʃəlizm,n.,"社会主义, 社会主义运动",,,四级,1
socialist,'səuʃəlist,n.,"社会主义者, 社会党党员；社会主义的",,,四级,1
society,sə'saiəti,n.,社会；社交界；交往；社团,,,四级,1
sock,sɒk,n./v./adv./adj.,"短袜, 鞋垫, 一击；重击, 猛投, 给...穿袜；打击；正着地, 不偏不倚地；非常成功的",,,四级,2
soda,'səudə,n.,"苏打, 碳酸水；纯碱; 苏打; 碳酸钠",,,四级,2
soft,sɒft,adj./n./adv.,"软的, 温和的, 柔和的, 柔滑的, 温柔的, 软弱的, 坡度小的, 笨的, 纸币的；柔软的东西, 笨人, 纸币；柔软地, 温和地",,,四级,1
softly,'sɒftli,adv.,"柔和地, 静静地, 温柔地",,,四级,1
software,'sɒftwєə,n.,软件；软设备,,,四级,1
soil,sɒil,n./v.,"土壤, 土地, 国家, 国土, 温床, 污物, 粪便, 水池；弄脏, 污辱；变脏",,,四级,1
solar,'səulə,adj.,"太阳的, 日光的, 源自太阳的；太阳的; 腹腔丛的",,,四级,1
sole,səul,n./adj./v.,"脚掌, 鞋底, 底部；唯一的, 仅有的, 单独的, 独身的；上鞋底, 触底",,,四级,1
solely,'səulli,adv.,"仅仅, 单独地",,,四级,1
solemn,'sɒləm,adj.,"严肃的, 郑重的, 庄严的",,,四级,2
solid,'sɒlid,n./adj.,"固体；坚硬的, 稳固的, 固体的, 实心的, 纯质的, 立体的, 立方的；原色",,,四级,1
soluble,'sɒljubl,adj.,"溶解的, 可溶解的, 可以解决的；溶解的, 可溶的",,,四级,2
solution,sə'lu:ʃən,n.,"解决, 解答, 溶液；溶液",,,四级,1
solve,sɒlv,v.,"解决, 付给, 溶解；求解；求解；求解",,,四级,1
somehow,'sʌmhau,adv.,不知何故,,,四级,1
sometime,'sʌmtaim,adj./adv.,"以前的, 某一时间的；改天, 来日",,,四级,2
somewhat,'sʌmhwɒt,n./adv.,"某物, 几分；多少, 几分",,,四级,1
sophisticated,sə'fistikeitid,adj.,"复杂的, 久经世故的；尖端的, 高级的, 非常有经验的",,,四级,1
sore,sɒ:,adj./n.,"悲伤的, 痛的, 引起痛苦的；痛处, 溃疡, 疮",,,四级,2
sorrow,'sɒrəu,n./v.,"悲伤, 哀惜, 不幸；悲伤, 懊悔, 遗憾",,,四级,2
sort,sɒ:t,n./v.,"种类, 方式, 品质, 态度, 举止；分类, 排序, 挑选；交往, 协调；排序; DOS外部命令:从标准输入设备接收数据, 整个数据输入完后；对它以行为单位进行排序, 然后在标准输出设备上输出",,,四级,1
soul,səul,n./adj.,"灵魂, 心灵, 精神, 精髓, 人, 化身, 典型, 鬼魂；黑人的",,,四级,1
soup,su:p,n./v.,"汤, 马力；加速, 增加马力",,,四级,1
sour,'sauə,adj./v./n.,"酸的, 酸臭的, 发酵的, 愠怒的, 讨厌的, 拙劣的, 不健全的；变酸, 发酵, 厌烦, 变坏；使变酸, 使失望；酸味, 酸饮料",,,四级,2
source,sɒ:s,n.,"来源, 水源, 根源, 原始资料, 源；来源, 源程序",,,四级,1
southeast,sauθ'i:st,n./adj./adv.,"东南, 东南地区；东南的, 向东南的, 来自东南的；往东南, 来自东南",,,四级,2
southern,'sʌðən,n./adj.,"南方人, 男风；向南方的, 来自南方的",,,四级,1
southwest,sauθ'west,n./adj./adv.,"西南, 西南方, 西南地区；西南的, 来自西南方的；往西南, 来自西南",,,四级,2
soviet,'səuviət,n./adj.,"代表会议, 苏维埃, 苏联；苏维埃的, 苏联的",,,四级,1
sow,sau. səu,n./v.,"母猪, 懒胖女人；播种, 散布, 使密布；播种",,,四级,2
space,speis,n./v.,"位置, 空间, 距离, 太空, 空白, 间隔, (期刊等的)篇幅；隔开, 分隔；留间隔；空白, 空格校验",,,四级,1
spacecraft,'speiskræft,n.,航天飞船,,,四级,2
spaceship,'speisʃip,n.,宇宙飞船,,,四级,2
spade,speid,n./v.,"铲子, 锄, 铲刀, 黑桃；以锄掘, 把...弄实抹平；铲",,,四级,2
span,spæn,n./v.,"指距, 全长, 跨距, 一段时间, 小范围；以手指测量, 跨越, 架设, 持续",,,四级,2
spanish,'spæniʃ,n./adj.,"西班牙人, 西班牙语；西班牙的",,,四级,1
spark,spɑ:k,n./v.,"火花, 火星, 闪光, 无线电报务员, 瞬间放电, 活力, 朝气, 花花公子, 情郎；闪光, 发火花, 求婚；发动, 鼓舞, 使有朝气, 求婚",,,四级,2
sparkle,'spɑ:kl,n./v.,"闪耀, 火花, 活力, 发泡；闪耀, 冒火花；使闪耀",,,四级,2
sparrow,'spærəu,n.,麻雀,,,四级,2
speaker,'spi:kə,n.,"说话人, 讲演者, 发言人, 喇叭, 扬声器；扬声器",,,四级,1
spear,spiə,n./v./adj.,"矛, 枪, 持矛者, 嫩枝；用矛刺；刺, 戳；父系的",,,四级,2
special,'speʃəl,n./adj.,"专辑, 专车, 号外, 特别的东西, 负有特别任务的人员；特别的, 专门的, 特殊的, 额外的, 附加的, 特别亲密的",,,四级,1
specialist,'speiʃəlist,n./adj.,"专门医师, 专家；专业的, 专家的",,,四级,1
speciality,.speʃi'æliti,n.,"专长, 擅长, 特种技能, 详细说明, 特性, 特产, 专业；特制品",,,四级,2
specialize,'speʃəlaiz,v.,"使特殊化, 列举, 特别指明, 限定...的范围；成为专家, 专攻",,,四级,2
specially,'speʃəli,adv.,"特别地, 专门地",,,四级,1
species,'spi:ʃiz,n.,"种, 类, 外形；茶剂; 种",,,四级,1
specific,spi'sifik,n./adj.,"特效药, 特性；特殊的, 明确的, 具有特效的, 特定地, 具体地",,,四级,1
specify,'spesifai,v.,"详列, 指定, 说明；指定",,,四级,1
specimen,'spesimən,n.,"样品, 标本, 试料；试样",,,四级,1
spectacle,'spektəkl,n.,"引人羡慕的东西, 景象, 眼镜, 场面, 公开展示",,,四级,2
speech,spi:tʃ,n.,"演讲, 说话, 谈话, 言语, 引语, 民族语言；言语, 语言",,,四级,1
speed,spi:d,n./v.,"速率, 速度, 迅速；加速, 超速, 快进；快速传送, 促进, 使加速；中央处理机速度设置程序",,,四级,1
spell,spel,n./v.,"符咒, 魅力, 轮值, 轮班, 工作时间, 一次发作；拼写, 拼成, 琢磨, 理解, 招致, 轮换, 迷住；轮换, 拼字",,,四级,1
spelling,'speliŋ,n.,"拼, 拼字, 拼法；拼写检查",,,四级,2
sphere,sfiə,n./v.,"球, 球面, 球体, 天体, 地球仪, 范围；包围, 使成球体, 放入球内",,,四级,1
spider,'spaidə,n.,"蜘蛛, 设圈套者；星形轮",,,四级,2
spill,spil,n./v.,"溢出, 溅出, 摔下, 溢出量, 木片, 小塞子；使溢出, 使散落, 洒, 使流出, 倒出, 使摔下；溢出, 涌流, 摔下",,,四级,1
spin,spin,n./v.,"旋转, 自旋, 疾驰, 情绪低落；纺织, 纺, 使旋转, 编造；纺纱, 吐丝, 作茧, 结网, 旋转, 自旋, 疾驰",,,四级,1
spirit,'spirit,n./v.,"精神, 心灵, 灵魂, 态度, 志气, 人格, 情绪, 心情, 烈酒；诱拐, 鼓励, 鼓舞",,,四级,1
spiritual,'spiritʃuəl,adj./n.,"精神上的, 神圣的, 崇高的, 高尚的, 鬼的, 招魂术的；有关教会的事",,,四级,1
spit,spit,n./v.,"唾液, 唾吐, 小雨, 炙叉, 一铲的深度；唾吐, 吐出, 降小雨, 用炙叉穿过；吐唾沫, 吐痰, 唾弃, 飘霏霏细雨",,,四级,2
spite,spait,n./v.,"恶意, 怨恨, 使人烦恼的事物；故意刁难, 欺侮",,,四级,2
splash,splæʃ,n./v.,"飞溅, 污点, 一点儿, 溅泼声, 色斑；溅湿, 溅开, 飞溅；溅, 泼, 使溅起水, 洒, 使成斑驳状",,,四级,2
splendid,'spendid,adj.,"光亮的, 了不起的, 灿烂的, 壮丽的, 显著的, 杰出的",,,四级,1
split,split,n./adj./v.,"劈开, 裂片, 裂缝, 分裂, 派系, 派别, 柳条；劈开的；分离, 分开, 裂开, 被劈开；劈开, 切开, 使分裂, 使分离；拆分",,,四级,1
spoil,spɒil,n./v.,"战利品, 赃物, 奖品, 变质, 次品；损坏, 破坏, 溺爱；腐坏, 掠夺",,,四级,1
sponge,spʌndʒ,n./v.,"海绵, 海绵状的东西；用海绵擦拭, 吸收掉, 抹掉；采集海绵, 海绵般吸收",,,四级,2
sponsor,'spɒnsə,n./v.,"保证人, 赞助者, 发起者, 倡议者, 教父；发起, 赞助, 倡议",,,四级,1
spontaneous,spɒn'teiniəs,adj.,"自然的, 自发的, 未经琢磨的；自发的, 特发的, 自生的",,,四级,2
spoon,spu:n,n./v.,"匙, 调羹, 匙形工具；以匙舀起, 调情, 使成匙状",,,四级,2
sportsman,'spɒ:tsmən,n.,"运动员, 冒险家",,,四级,2
spot,spɒt,n./adj./v.,"污点, 地点, 斑点, 点, 娱乐场所, 处境, 少量；当场的, 现场的, 现货买卖的, 现金交易的, 抽样的；点缀, 玷污, 认出, 准确定...的位, 用灯光照射；玷污, (从空中)侦察敌方目标",,,四级,1
spray,sprei,n./v.,"水沫, 浪花, 水花, 喷雾, 喷雾器, 小树枝；喷雾, 扫射, 喷射；喷, 溅开",,,四级,2
spread,spred,n./adj./v.,"传播, 散布, 伸展；双唇展开的, 伸展的；展开, 铺开, 传播, 推广, 伸出, 涂, 敷, 延伸；展开, 扩大, 传开, 延伸；展开",,,四级,1
springtime,'spriŋtaim,n.,"春天, 春季, 初期",,,四级,2
sprinkle,'spriŋkl,v./n.,"洒, 散置, 撒, 点缀；洒, 撒, 下小雨；洒, 撒, 散置, 小雨, 少量",,,四级,2
spur,spə:,n./v.,"马刺, 刺激物, 鼓舞；刺激, 激励, 用马刺策(马)前进；用马刺驱马, 疾驰",,,四级,2
spy,spai,n./v.,"间谍, 侦探, 侦察；侦察, 找出, 发现；做密探, 侦查",,,四级,2
square,skwєə,n./adj./adv./v.,"正方形, 街区, 广场, 平方, 直角尺；正方形的, 正直的, 公正的, 平方的, 方正的, 结清的；成直角地, 对准地；一致, 符合, 结清；使成方形, 使平方自乘, 调正, 结清, 使一致",,,四级,1
squeeze,skwi:z,n./v.,"紧握, 挤, 榨, 榨取, 佣金；紧握, 挤, 榨取；压榨, 榨",,,四级,1
squirrel,'skwə:rəl,n./v.,"松鼠, 松鼠毛皮；贮藏",,,四级,2
stab,stæb,n./v.,"刺, 戳, 剧痛, 尝试, 努力；刺, 戳, 刺入, 刺痛, 直入, 使伤心；刺, 刺伤",,,四级,2
stability,stə'biliti,n.,"安定, 稳定性, 坚实, 巩固；稳定性",,,四级,1
stable,'steibl,n./adj./v.,"马房, 牛棚；稳定的, 安定的, 坚固的, 坚定的；赶入马房；被关在马厩",,,四级,1
stack,stæk,n./v.,"堆叠, 堆, 大量, 书库, 枪架, 烟囱, 堆积, 存贮栈；堆积, 堆满, 暗中对...做手脚；堆起；堆积, 堆栈",,,四级,2
stadium,'steidiəm,n.,"露天大型运动场；期, 病期",,,四级,2
staff,stɑ:f,n./adj./v.,"全体人员, 工作班子, 棍棒, 杆, 拐杖, 支柱, 权杖；职员的, 雇员的, 参谋的；为...配备人员",,,四级,1
stage,steidʒ,n./v.,"阶段, 舞台, 场所, 戏剧, 站, 驿站, 级, 层, 脚手架；上演, 表演, 筹划；适于上演, 乘驿车旅行",,,四级,1
stain,stein,n./v.,"污染, 污点, 着色剂；沾染, 染污, 着色；变脏",,,四级,2
stair,stєə,n.,"梯级, 楼梯, 阶梯",,,四级,2
staircase,'stєəkeis,n.,"楼梯, 梯子, 楼梯部分；阶梯现象",,,四级,2
stake,steik,n./v.,"桩, 炮烙刑, 木柱, 赌注, 奖金；打桩, 用桩撑, 下赌注, 资助；打赌",,,四级,1
stale,steil,n./adj./v.,"尿；不新鲜的, 陈腐的, 疲惫的, 陈旧的；使变旧, 走味；变陈旧, 走味, 失时效, 撒尿",,,四级,2
standard,'stændəd,n./adj.,"标准, 规格, 旗, 军旗, 本位；标准的, 合规格的；标准",,,四级,1
standpoint,'stændpɒint,n.,"立场, 观点",,,四级,2
stare,stєə,v./n.,"注视, 凝视, 瞪视, 显眼；盯；凝视",,,四级,1
startle,'stɑ:tl,n./v.,"惊愕, 惊恐；吃惊, 使惊愕；惊起",,,四级,2
starvation,stɑ:'veiʃən,n.,"饥饿, 饿死；绝食, 饥锇(指长时期的)",,,四级,2
starve,stɑ:v,v.,"(使)饿死, (使)挨饿",,,四级,2
state,steit,n./adj./v.,"州, 状态, 情形, 国家, 政府, 领土, 国务, 社会地位；国家的, 正式的, 礼仪用的, 州的；说明, 陈述, 规定；状态",,,四级,1
statement,'steitmənt,n.,"陈述, 指令, 声明；程序语句; 语句",,,四级,1
statesman,'steitsmən,n.,政治家,,,四级,2
static,'stætik,n./adj.,"静电, 静电干扰；静态的, 静止的, 固有的, 静电的",,,四级,1
statistical,stə'tistikl,adj.,"统计的, 统计上的, 统计学的；统计的, 统计学的",,,四级,1
statistics,stə'tistiks,n.,"统计学, 统计资料；统计信息",,,四级,1
statue,'stætju,v./n.,以雕像装饰；雕像,,,四级,1
status,'steitəs,n.,"状态, 情形, 地位, 要人身份；状态",,,四级,1
statute,'stætju:t,n.,"法令, 成文法律, 法规, 章程, 条例；法令, 法规, 成文法",,,四级,1
steadily,'stedili,adv.,"稳定地, 无变化地, 有规则地",,,四级,1
steady,'stedi,adj./v.,"稳定的, 不动摇的, 沉着的, 稳固的, 坚定的, 经常的；使稳定, 使坚定；变为沉着, 稳固",,,四级,1
steal,sti:l,v.,剽窃；偷偷地做；偷窃；vi. 窃取；偷偷地行动；[棒球]偷垒；n. [口]偷窃；便宜货；偷垒；[篮球]断球,,,四级,1
steam,sti:m,n./adj./v.,"蒸汽, 精力；蒸汽的；蒸发, 行驶, 发怒；蒸, 煮, 散发",,,四级,1
steamer,'sti:mə,n.,"汽船, 蒸汽机；蒸汽发生器; 蒸汽机",,,四级,2
steel,sti:l,n./adj./v.,"钢, 钢制品, 钢铁, 坚硬, 坚固；钢的, 钢制的, 钢铁业的, 坚强的；使坚强, 钢化, 使冷酷",,,四级,1
steep,sti:p,n./adj./v.,"浸渍, 悬崖；险峻的, 陡峭的, 急剧升降的, 夸大的；浸, 泡",,,四级,1
steer,stiə,v./n.,"引导, 驾驶, 航行, 控制；驾驶, 掌舵, 行驶；驾驶指示, 劝告",,,四级,1
stem,stem,n./v.,"茎, 干, 柄, 船首, 血统, 堵塞物；摘掉茎, 装柄于, 阻止, 堵住, 逆行；堵住, 逆行",,,四级,1
step,step,n./v.,"步骤, 步, 步幅, 脚步声, 踏级, 步伐, 短距离, 步态, 手段, 等级；踏, 以步测量, 跨步, 使成阶梯状；跨步, 轻快地走, 跳舞, 踩, 踏上, 行走；步骤",,,四级,1
stern,stə:n,n./adj.,"尾部, 船尾, 臀；严厉的, 严格的, 坚定的, 坚决的",,,四级,2
steward,'stju:wəd,n.,"管理人, 招待员, 管家, 乘务员；轮船, 飞机的服务员, (财务)管理员",,,四级,1
stewardess,'stju:wədis,n.,"空中小姐, 女管理人, 女管家",,,四级,2
stick,stik,n./v.,"棍, 棒, 刺, 枯枝, 茎, 条状物；插进, 刺入, 钉住, 伸出, 粘贴, 停止；粘住, 停留, 坚持, 陷住, 伸出",,,四级,1
sticky,'stiki,adj.,"粘的, 有粘性的, 顽固的",,,四级,2
stiff,stif,adj./n./v.,"坚硬的, 严厉的, 呆板的, 生硬的, 刚强的, 强烈的, 粘的, 稠的, 艰难的；死尸, 醉鬼, 钞票；不肯付...小费",,,四级,1
stiffen,'stifn,v.,"使变硬, 使僵硬, 使顽强, 使严厉；变粘, 变硬, 变强烈",,,四级,2
stimulate,'stimjuleit,v.,"刺激, 激励, 鼓舞；起刺激作用",,,四级,1
sting,stiŋ,n./v.,"叮, 刺痛, 刺激, 讽刺；叮, 刺痛, 刺激, 使苦恼；叮, 刺痛",,,四级,2
stir,stə:,n./v.,"骚动, 轰动, 搅动, 监狱；移动, 摇动, 激起, 惹起, 搅拌；走动, 传播, 搅拌",,,四级,1
stitch,stitʃ,n./v.,"一针, 疼痛, 针法, 碎布条, 针脚；缝, 缝合, 装订",,,四级,1
stock,stɒk,n./adj./v.,"树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目；存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的；装把手于, 进货, 备有, 放牧；出新芽, 备货, 囤积",,,四级,1
stocking,'stɒkiŋ,n.,长袜；马足水肿; 长袜,,,四级,2
stomach,'stʌmək,n./v.,"胃, 食欲, 欲望, 肚子；吃下, 忍受",,,四级,1
stone,stəun,n./v./adj.,"石头, 宝石, 果核, 纪念碑, 结石；投扔石子, 铺石头；石的, 石制的, 完全的",,,四级,1
stony,'stəuni,adj.,"多石的, 无情的",,,四级,2
stool,stu:l,n./v.,"凳子, 大便, 粪便, 厕所；长新枝；引诱, 诱捕",,,四级,2
stoop,stu:p,n./v.,"佝偻, 屈从, 弯腰；弯下, 屈从, 弯腰, 堕落；使屈从, 使弯曲",,,四级,2
storage,'stɒ:ridʒ,n.,"存储器, 储藏, 保管, 库存, 仓库；存放处; 存储",,,四级,1
storey,'stɔ:ri,n.,"楼, 楼层, 层楼",,,四级,2
storm,stɒ:m,n./v.,"暴风雨, 骚动, 风波, 风暴, 猛攻；起风, 猛冲, 怒吼；猛攻",,,四级,1
stormy,'stɒ:mi,adj.,"暴风雨的, 粗暴的, 激烈的",,,四级,2
